window,path_id,asset,feature_group,model_family,lambda,n_months,good_share,bad_share,ann_return,ann_vol,sharpe,worst_month,cvar_10pct,max_drawdown
Inflation 2022,eq_return_sortino_l1med_lam16,equity,return_sortino,robust_l1_medoids_jump_model,16.0,12,0.4166666666666667,0.5833333333333333,-0.203952646479877,0.22883343844498596,-0.8912711702704644,-0.09512336627076778,-0.09154004270990351,-0.2128916178048208
Recent 2024-2026,eq_return_sortino_l1med_lam16,equity,return_sortino,robust_l1_medoids_jump_model,16.0,28,0.8928571428571429,0.1071428571428571,0.14147337450248104,0.12405629019147885,1.1403966238561478,-0.060747990310141664,-0.053544943325089744,-0.09289996027498149
1990 recession,eq_return_sortino_l1med_lam32,equity,return_sortino,robust_l1_medoids_jump_model,32.0,9,0.3333333333333333,0.6666666666666667,0.008304977876679942,0.18312573597636994,0.045351232760378335,-0.10028048426692093,-0.10028048426692093,-0.1628199531109108
1994 bond shock,eq_return_sortino_l1med_lam32,equity,return_sortino,robust_l1_medoids_jump_model,32.0,12,0.4166666666666667,0.5833333333333333,-0.0485881838829163,0.10553149868519707,-0.4604140421416357,-0.048321580525853336,-0.04568719770223567,-0.09016693446113722
1998 LTCM-like,eq_return_sortino_l1med_lam32,equity,return_sortino,robust_l1_medoids_jump_model,32.0,4,0.75,0.25,-0.09191123799064393,0.35536495380762456,-0.258639004791676,-0.14948306111171805,-0.14948306111171805,-0.14948306111171805
Covid crash,eq_return_sortino_l1med_lam32,equity,return_sortino,robust_l1_medoids_jump_model,32.0,3,0.3333333333333333,0.6666666666666667,-0.3381821758775878,0.47045852267633165,-0.7188352629977797,-0.12617614100066243,-0.12617614100066243,-0.12617614100066243
Dot-com bust,eq_return_sortino_l1med_lam32,equity,return_sortino,robust_l1_medoids_jump_model,32.0,32,0.21875,0.78125,-0.18083549692595702,0.19017389563370568,-0.9508954755507802,-0.11127613621210775,-0.09402022856222053,-0.5048888115007013
Euro sovereign 2011,eq_return_sortino_l1med_lam32,equity,return_sortino,robust_l1_medoids_jump_model,32.0,8,0.75,0.25,-0.10601311669456215,0.1871940577624877,-0.5663273608239843,-0.07176201297902218,-0.07176201297902218,-0.15900495632362233
GFC,eq_return_sortino_l1med_lam32,equity,return_sortino,robust_l1_medoids_jump_model,32.0,18,0.05555555555555555,0.9444444444444444,-0.41821062838941714,0.2156444313699951,-1.9393527842685911,-0.1700946682443626,-0.14005773049935105,-0.5358912691100373
Inflation 2022,eq_return_sortino_l1med_lam32,equity,return_sortino,robust_l1_medoids_jump_model,32.0,12,0.4166666666666667,0.5833333333333333,-0.203952646479877,0.22883343844498596,-0.8912711702704644,-0.09512336627076778,-0.09154004270990351,-0.2128916178048208
Recent 2024-2026,eq_return_sortino_l1med_lam32,equity,return_sortino,robust_l1_medoids_jump_model,32.0,28,0.8928571428571429,0.1071428571428571,0.14147337450248104,0.12405629019147885,1.1403966238561478,-0.060747990310141664,-0.053544943325089744,-0.09289996027498149
1990 recession,eq_return_sortino_l1med_lam64,equity,return_sortino,robust_l1_medoids_jump_model,64.0,9,0.3333333333333333,0.6666666666666667,0.008304977876679942,0.18312573597636994,0.045351232760378335,-0.10028048426692093,-0.10028048426692093,-0.1628199531109108
1994 bond shock,eq_return_sortino_l1med_lam64,equity,return_sortino,robust_l1_medoids_jump_model,64.0,12,0.4166666666666667,0.5833333333333333,-0.0485881838829163,0.10553149868519707,-0.4604140421416357,-0.048321580525853336,-0.04568719770223567,-0.09016693446113722
1998 LTCM-like,eq_return_sortino_l1med_lam64,equity,return_sortino,robust_l1_medoids_jump_model,64.0,4,1.0,0.0,-0.09191123799064393,0.35536495380762456,-0.258639004791676,-0.14948306111171805,-0.14948306111171805,-0.14948306111171805
Covid crash,eq_return_sortino_l1med_lam64,equity,return_sortino,robust_l1_medoids_jump_model,64.0,3,0.3333333333333333,0.6666666666666667,-0.3381821758775878,0.47045852267633165,-0.7188352629977797,-0.12617614100066243,-0.12617614100066243,-0.12617614100066243
Dot-com bust,eq_return_sortino_l1med_lam64,equity,return_sortino,robust_l1_medoids_jump_model,64.0,32,0.21875,0.78125,-0.18083549692595702,0.19017389563370568,-0.9508954755507802,-0.11127613621210775,-0.09402022856222053,-0.5048888115007013
Euro sovereign 2011,eq_return_sortino_l1med_lam64,equity,return_sortino,robust_l1_medoids_jump_model,64.0,8,0.5,0.5,-0.10601311669456215,0.1871940577624877,-0.5663273608239843,-0.07176201297902218,-0.07176201297902218,-0.15900495632362233
GFC,eq_return_sortino_l1med_lam64,equity,return_sortino,robust_l1_medoids_jump_model,64.0,18,0.05555555555555555,0.9444444444444444,-0.41821062838941714,0.2156444313699951,-1.9393527842685911,-0.1700946682443626,-0.14005773049935105,-0.5358912691100373
Inflation 2022,eq_return_sortino_l1med_lam64,equity,return_sortino,robust_l1_medoids_jump_model,64.0,12,0.3333333333333333,0.6666666666666667,-0.203952646479877,0.22883343844498596,-0.8912711702704644,-0.09512336627076778,-0.09154004270990351,-0.2128916178048208
Recent 2024-2026,eq_return_sortino_l1med_lam64,equity,return_sortino,robust_l1_medoids_jump_model,64.0,28,0.9642857142857143,0.0357142857142857,0.14147337450248104,0.12405629019147885,1.1403966238561478,-0.060747990310141664,-0.053544943325089744,-0.09289996027498149
1990 recession,eq_return_sortino_l1med_lam128,equity,return_sortino,robust_l1_medoids_jump_model,128.0,9,0.2222222222222222,0.7777777777777778,0.008304977876679942,0.18312573597636994,0.045351232760378335,-0.10028048426692093,-0.10028048426692093,-0.1628199531109108
1994 bond shock,eq_return_sortino_l1med_lam128,equity,return_sortino,robust_l1_medoids_jump_model,128.0,12,0.25,0.75,-0.0485881838829163,0.10553149868519707,-0.4604140421416357,-0.048321580525853336,-0.04568719770223567,-0.09016693446113722
1998 LTCM-like,eq_return_sortino_l1med_lam128,equity,return_sortino,robust_l1_medoids_jump_model,128.0,4,1.0,0.0,-0.09191123799064393,0.35536495380762456,-0.258639004791676,-0.14948306111171805,-0.14948306111171805,-0.14948306111171805
Covid crash,eq_return_sortino_l1med_lam128,equity,return_sortino,robust_l1_medoids_jump_model,128.0,3,0.3333333333333333,0.6666666666666667,-0.3381821758775878,0.47045852267633165,-0.7188352629977797,-0.12617614100066243,-0.12617614100066243,-0.12617614100066243
Dot-com bust,eq_return_sortino_l1med_lam128,equity,return_sortino,robust_l1_medoids_jump_model,128.0,32,0.21875,0.78125,-0.18083549692595702,0.19017389563370568,-0.9508954755507802,-0.11127613621210775,-0.09402022856222053,-0.5048888115007013
Euro sovereign 2011,eq_return_sortino_l1med_lam128,equity,return_sortino,robust_l1_medoids_jump_model,128.0,8,0.625,0.375,-0.10601311669456215,0.1871940577624877,-0.5663273608239843,-0.07176201297902218,-0.07176201297902218,-0.15900495632362233
GFC,eq_return_sortino_l1med_lam128,equity,return_sortino,robust_l1_medoids_jump_model,128.0,18,0.16666666666666666,0.8333333333333334,-0.41821062838941714,0.2156444313699951,-1.9393527842685911,-0.1700946682443626,-0.14005773049935105,-0.5358912691100373
Inflation 2022,eq_return_sortino_l1med_lam128,equity,return_sortino,robust_l1_medoids_jump_model,128.0,12,0.3333333333333333,0.6666666666666667,-0.203952646479877,0.22883343844498596,-0.8912711702704644,-0.09512336627076778,-0.09154004270990351,-0.2128916178048208
Recent 2024-2026,eq_return_sortino_l1med_lam128,equity,return_sortino,robust_l1_medoids_jump_model,128.0,28,0.9642857142857143,0.0357142857142857,0.14147337450248104,0.12405629019147885,1.1403966238561478,-0.060747990310141664,-0.053544943325089744,-0.09289996027498149
1990 recession,eq_return_sortino_l2_lam2,equity,return_sortino,standard_l2_jump_model,2.0,9,0.3333333333333333,0.6666666666666667,0.008304977876679942,0.18312573597636994,0.045351232760378335,-0.10028048426692093,-0.10028048426692093,-0.1628199531109108
1994 bond shock,eq_return_sortino_l2_lam2,equity,return_sortino,standard_l2_jump_model,2.0,12,0.5,0.5,-0.0485881838829163,0.10553149868519707,-0.4604140421416357,-0.048321580525853336,-0.04568719770223567,-0.09016693446113722
1998 LTCM-like,eq_return_sortino_l2_lam2,equity,return_sortino,standard_l2_jump_model,2.0,4,0.75,0.25,-0.09191123799064393,0.35536495380762456,-0.258639004791676,-0.14948306111171805,-0.14948306111171805,-0.14948306111171805
Covid crash,eq_return_sortino_l2_lam2,equity,return_sortino,standard_l2_jump_model,2.0,3,0.3333333333333333,0.6666666666666667,-0.3381821758775878,0.47045852267633165,-0.7188352629977797,-0.12617614100066243,-0.12617614100066243,-0.12617614100066243
Dot-com bust,eq_return_sortino_l2_lam2,equity,return_sortino,standard_l2_jump_model,2.0,32,0.15625,0.84375,-0.18083549692595702,0.19017389563370568,-0.9508954755507802,-0.11127613621210775,-0.09402022856222053,-0.5048888115007013
Euro sovereign 2011,eq_return_sortino_l2_lam2,equity,return_sortino,standard_l2_jump_model,2.0,8,0.75,0.25,-0.10601311669456215,0.1871940577624877,-0.5663273608239843,-0.07176201297902218,-0.07176201297902218,-0.15900495632362233
GFC,eq_return_sortino_l2_lam2,equity,return_sortino,standard_l2_jump_model,2.0,18,0.05555555555555555,0.9444444444444444,-0.41821062838941714,0.2156444313699951,-1.9393527842685911,-0.1700946682443626,-0.14005773049935105,-0.5358912691100373
Inflation 2022,eq_return_sortino_l2_lam2,equity,return_sortino,standard_l2_jump_model,2.0,12,0.4166666666666667,0.5833333333333333,-0.203952646479877,0.22883343844498596,-0.8912711702704644,-0.09512336627076778,-0.09154004270990351,-0.2128916178048208
Recent 2024-2026,eq_return_sortino_l2_lam2,equity,return_sortino,standard_l2_jump_model,2.0,28,0.8928571428571429,0.1071428571428571,0.14147337450248104,0.12405629019147885,1.1403966238561478,-0.060747990310141664,-0.053544943325089744,-0.09289996027498149
1990 recession,eq_return_sortino_l2_lam4,equity,return_sortino,standard_l2_jump_model,4.0,9,0.3333333333333333,0.6666666666666667,0.008304977876679942,0.18312573597636994,0.045351232760378335,-0.10028048426692093,-0.10028048426692093,-0.1628199531109108
1994 bond shock,eq_return_sortino_l2_lam4,equity,return_sortino,standard_l2_jump_model,4.0,12,0.5,0.5,-0.0485881838829163,0.10553149868519707,-0.4604140421416357,-0.048321580525853336,-0.04568719770223567,-0.09016693446113722
1998 LTCM-like,eq_return_sortino_l2_lam4,equity,return_sortino,standard_l2_jump_model,4.0,4,0.75,0.25,-0.09191123799064393,0.35536495380762456,-0.258639004791676,-0.14948306111171805,-0.14948306111171805,-0.14948306111171805
Covid crash,eq_return_sortino_l2_lam4,equity,return_sortino,standard_l2_jump_model,4.0,3,0.3333333333333333,0.6666666666666667,-0.3381821758775878,0.47045852267633165,-0.7188352629977797,-0.12617614100066243,-0.12617614100066243,-0.12617614100066243
Dot-com bust,eq_return_sortino_l2_lam4,equity,return_sortino,standard_l2_jump_model,4.0,32,0.1875,0.8125,-0.18083549692595702,0.19017389563370568,-0.9508954755507802,-0.11127613621210775,-0.09402022856222053,-0.5048888115007013
Euro sovereign 2011,eq_return_sortino_l2_lam4,equity,return_sortino,standard_l2_jump_model,4.0,8,0.75,0.25,-0.10601311669456215,0.1871940577624877,-0.5663273608239843,-0.07176201297902218,-0.07176201297902218,-0.15900495632362233
GFC,eq_return_sortino_l2_lam4,equity,return_sortino,standard_l2_jump_model,4.0,18,0.05555555555555555,0.9444444444444444,-0.41821062838941714,0.2156444313699951,-1.9393527842685911,-0.1700946682443626,-0.14005773049935105,-0.5358912691100373
Inflation 2022,eq_return_sortino_l2_lam4,equity,return_sortino,standard_l2_jump_model,4.0,12,0.4166666666666667,0.5833333333333333,-0.203952646479877,0.22883343844498596,-0.8912711702704644,-0.09512336627076778,-0.09154004270990351,-0.2128916178048208
Recent 2024-2026,eq_return_sortino_l2_lam4,equity,return_sortino,standard_l2_jump_model,4.0,28,0.8928571428571429,0.1071428571428571,0.14147337450248104,0.12405629019147885,1.1403966238561478,-0.060747990310141664,-0.053544943325089744,-0.09289996027498149
1990 recession,eq_return_sortino_l2_lam8,equity,return_sortino,standard_l2_jump_model,8.0,9,0.3333333333333333,0.6666666666666667,0.008304977876679942,0.18312573597636994,0.045351232760378335,-0.10028048426692093,-0.10028048426692093,-0.1628199531109108
1994 bond shock,eq_return_sortino_l2_lam8,equity,return_sortino,standard_l2_jump_model,8.0,12,0.5,0.5,-0.0485881838829163,0.10553149868519707,-0.4604140421416357,-0.048321580525853336,-0.04568719770223567,-0.09016693446113722
1998 LTCM-like,eq_return_sortino_l2_lam8,equity,return_sortino,standard_l2_jump_model,8.0,4,0.75,0.25,-0.09191123799064393,0.35536495380762456,-0.258639004791676,-0.14948306111171805,-0.14948306111171805,-0.14948306111171805
Covid crash,eq_return_sortino_l2_lam8,equity,return_sortino,standard_l2_jump_model,8.0,3,0.3333333333333333,0.6666666666666667,-0.3381821758775878,0.47045852267633165,-0.7188352629977797,-0.12617614100066243,-0.12617614100066243,-0.12617614100066243
Dot-com bust,eq_return_sortino_l2_lam8,equity,return_sortino,standard_l2_jump_model,8.0,32,0.1875,0.8125,-0.18083549692595702,0.19017389563370568,-0.9508954755507802,-0.11127613621210775,-0.09402022856222053,-0.5048888115007013
Euro sovereign 2011,eq_return_sortino_l2_lam8,equity,return_sortino,standard_l2_jump_model,8.0,8,0.75,0.25,-0.10601311669456215,0.1871940577624877,-0.5663273608239843,-0.07176201297902218,-0.07176201297902218,-0.15900495632362233
GFC,eq_return_sortino_l2_lam8,equity,return_sortino,standard_l2_jump_model,8.0,18,0.05555555555555555,0.9444444444444444,-0.41821062838941714,0.2156444313699951,-1.9393527842685911,-0.1700946682443626,-0.14005773049935105,-0.5358912691100373
Inflation 2022,eq_return_sortino_l2_lam8,equity,return_sortino,standard_l2_jump_model,8.0,12,0.4166666666666667,0.5833333333333333,-0.203952646479877,0.22883343844498596,-0.8912711702704644,-0.09512336627076778,-0.09154004270990351,-0.2128916178048208
Recent 2024-2026,eq_return_sortino_l2_lam8,equity,return_sortino,standard_l2_jump_model,8.0,28,0.8928571428571429,0.1071428571428571,0.14147337450248104,0.12405629019147885,1.1403966238561478,-0.060747990310141664,-0.053544943325089744,-0.09289996027498149
1990 recession,eq_return_sortino_l2_lam16,equity,return_sortino,standard_l2_jump_model,16.0,9,0.3333333333333333,0.6666666666666667,0.008304977876679942,0.18312573597636994,0.045351232760378335,-0.10028048426692093,-0.10028048426692093,-0.1628199531109108
1994 bond shock,eq_return_sortino_l2_lam16,equity,return_sortino,standard_l2_jump_model,16.0,12,0.5,0.5,-0.0485881838829163,0.10553149868519707,-0.4604140421416357,-0.048321580525853336,-0.04568719770223567,-0.09016693446113722
1998 LTCM-like,eq_return_sortino_l2_lam16,equity,return_sortino,standard_l2_jump_model,16.0,4,0.75,0.25,-0.09191123799064393,0.35536495380762456,-0.258639004791676,-0.14948306111171805,-0.14948306111171805,-0.14948306111171805
Covid crash,eq_return_sortino_l2_lam16,equity,return_sortino,standard_l2_jump_model,16.0,3,0.3333333333333333,0.6666666666666667,-0.3381821758775878,0.47045852267633165,-0.7188352629977797,-0.12617614100066243,-0.12617614100066243,-0.12617614100066243
Dot-com bust,eq_return_sortino_l2_lam16,equity,return_sortino,standard_l2_jump_model,16.0,32,0.1875,0.8125,-0.18083549692595702,0.19017389563370568,-0.9508954755507802,-0.11127613621210775,-0.09402022856222053,-0.5048888115007013
Euro sovereign 2011,eq_return_sortino_l2_lam16,equity,return_sortino,standard_l2_jump_model,16.0,8,0.75,0.25,-0.10601311669456215,0.1871940577624877,-0.5663273608239843,-0.07176201297902218,-0.07176201297902218,-0.15900495632362233
GFC,eq_return_sortino_l2_lam16,equity,return_sortino,standard_l2_jump_model,16.0,18,0.05555555555555555,0.9444444444444444,-0.41821062838941714,0.2156444313699951,-1.9393527842685911,-0.1700946682443626,-0.14005773049935105,-0.5358912691100373
Inflation 2022,eq_return_sortino_l2_lam16,equity,return_sortino,standard_l2_jump_model,16.0,12,0.4166666666666667,0.5833333333333333,-0.203952646479877,0.22883343844498596,-0.8912711702704644,-0.09512336627076778,-0.09154004270990351,-0.2128916178048208
Recent 2024-2026,eq_return_sortino_l2_lam16,equity,return_sortino,standard_l2_jump_model,16.0,28,0.8928571428571429,0.1071428571428571,0.14147337450248104,0.12405629019147885,1.1403966238561478,-0.060747990310141664,-0.053544943325089744,-0.09289996027498149
1990 recession,eq_return_sortino_l2_lam32,equity,return_sortino,standard_l2_jump_model,32.0,9,0.3333333333333333,0.6666666666666667,0.008304977876679942,0.18312573597636994,0.045351232760378335,-0.10028048426692093,-0.10028048426692093,-0.1628199531109108
1994 bond shock,eq_return_sortino_l2_lam32,equity,return_sortino,standard_l2_jump_model,32.0,12,0.5,0.5,-0.0485881838829163,0.10553149868519707,-0.4604140421416357,-0.048321580525853336,-0.04568719770223567,-0.09016693446113722
1998 LTCM-like,eq_return_sortino_l2_lam32,equity,return_sortino,standard_l2_jump_model,32.0,4,0.75,0.25,-0.09191123799064393,0.35536495380762456,-0.258639004791676,-0.14948306111171805,-0.14948306111171805,-0.14948306111171805
Covid crash,eq_return_sortino_l2_lam32,equity,return_sortino,standard_l2_jump_model,32.0,3,0.3333333333333333,0.6666666666666667,-0.3381821758775878,0.47045852267633165,-0.7188352629977797,-0.12617614100066243,-0.12617614100066243,-0.12617614100066243
Dot-com bust,eq_return_sortino_l2_lam32,equity,return_sortino,standard_l2_jump_model,32.0,32,0.21875,0.78125,-0.18083549692595702,0.19017389563370568,-0.9508954755507802,-0.11127613621210775,-0.09402022856222053,-0.5048888115007013
Euro sovereign 2011,eq_return_sortino_l2_lam32,equity,return_sortino,standard_l2_jump_model,32.0,8,0.75,0.25,-0.10601311669456215,0.1871940577624877,-0.5663273608239843,-0.07176201297902218,-0.07176201297902218,-0.15900495632362233
GFC,eq_return_sortino_l2_lam32,equity,return_sortino,standard_l2_jump_model,32.0,18,0.05555555555555555,0.9444444444444444,-0.41821062838941714,0.2156444313699951,-1.9393527842685911,-0.1700946682443626,-0.14005773049935105,-0.5358912691100373
Inflation 2022,eq_return_sortino_l2_lam32,equity,return_sortino,standard_l2_jump_model,32.0,12,0.4166666666666667,0.5833333333333333,-0.203952646479877,0.22883343844498596,-0.8912711702704644,-0.09512336627076778,-0.09154004270990351,-0.2128916178048208
Recent 2024-2026,eq_return_sortino_l2_lam32,equity,return_sortino,standard_l2_jump_model,32.0,28,0.8928571428571429,0.1071428571428571,0.14147337450248104,0.12405629019147885,1.1403966238561478,-0.060747990310141664,-0.053544943325089744,-0.09289996027498149
1990 recession,eq_return_sortino_l2_lam64,equity,return_sortino,standard_l2_jump_model,64.0,9,0.3333333333333333,0.6666666666666667,0.008304977876679942,0.18312573597636994,0.045351232760378335,-0.10028048426692093,-0.10028048426692093,-0.1628199531109108
1994 bond shock,eq_return_sortino_l2_lam64,equity,return_sortino,standard_l2_jump_model,64.0,12,0.3333333333333333,0.6666666666666667,-0.0485881838829163,0.10553149868519707,-0.4604140421416357,-0.048321580525853336,-0.04568719770223567,-0.09016693446113722
1998 LTCM-like,eq_return_sortino_l2_lam64,equity,return_sortino,standard_l2_jump_model,64.0,4,0.5,0.5,-0.09191123799064393,0.35536495380762456,-0.258639004791676,-0.14948306111171805,-0.14948306111171805,-0.14948306111171805
Covid crash,eq_return_sortino_l2_lam64,equity,return_sortino,standard_l2_jump_model,64.0,3,0.3333333333333333,0.6666666666666667,-0.3381821758775878,0.47045852267633165,-0.7188352629977797,-0.12617614100066243,-0.12617614100066243,-0.12617614100066243
Dot-com bust,eq_return_sortino_l2_lam64,equity,return_sortino,standard_l2_jump_model,64.0,32,0.21875,0.78125,-0.18083549692595702,0.19017389563370568,-0.9508954755507802,-0.11127613621210775,-0.09402022856222053,-0.5048888115007013
Euro sovereign 2011,eq_return_sortino_l2_lam64,equity,return_sortino,standard_l2_jump_model,64.0,8,0.5,0.5,-0.10601311669456215,0.1871940577624877,-0.5663273608239843,-0.07176201297902218,-0.07176201297902218,-0.15900495632362233
GFC,eq_return_sortino_l2_lam64,equity,return_sortino,standard_l2_jump_model,64.0,18,0.05555555555555555,0.9444444444444444,-0.41821062838941714,0.2156444313699951,-1.9393527842685911,-0.1700946682443626,-0.14005773049935105,-0.5358912691100373
Inflation 2022,eq_return_sortino_l2_lam64,equity,return_sortino,standard_l2_jump_model,64.0,12,0.3333333333333333,0.6666666666666667,-0.203952646479877,0.22883343844498596,-0.8912711702704644,-0.09512336627076778,-0.09154004270990351,-0.2128916178048208
Recent 2024-2026,eq_return_sortino_l2_lam64,equity,return_sortino,standard_l2_jump_model,64.0,28,0.9642857142857143,0.0357142857142857,0.14147337450248104,0.12405629019147885,1.1403966238561478,-0.060747990310141664,-0.053544943325089744,-0.09289996027498149
1990 recession,eq_return_sortino_l2_lam128,equity,return_sortino,standard_l2_jump_model,128.0,9,0.3333333333333333,0.6666666666666667,0.008304977876679942,0.18312573597636994,0.045351232760378335,-0.10028048426692093,-0.10028048426692093,-0.1628199531109108
1994 bond shock,eq_return_sortino_l2_lam128,equity,return_sortino,standard_l2_jump_model,128.0,12,0.25,0.75,-0.0485881838829163,0.10553149868519707,-0.4604140421416357,-0.048321580525853336,-0.04568719770223567,-0.09016693446113722
1998 LTCM-like,eq_return_sortino_l2_lam128,equity,return_sortino,standard_l2_jump_model,128.0,4,1.0,0.0,-0.09191123799064393,0.35536495380762456,-0.258639004791676,-0.14948306111171805,-0.14948306111171805,-0.14948306111171805
Covid crash,eq_return_sortino_l2_lam128,equity,return_sortino,standard_l2_jump_model,128.0,3,0.3333333333333333,0.6666666666666667,-0.3381821758775878,0.47045852267633165,-0.7188352629977797,-0.12617614100066243,-0.12617614100066243,-0.12617614100066243
Dot-com bust,eq_return_sortino_l2_lam128,equity,return_sortino,standard_l2_jump_model,128.0,32,0.21875,0.78125,-0.18083549692595702,0.19017389563370568,-0.9508954755507802,-0.11127613621210775,-0.09402022856222053,-0.5048888115007013
Euro sovereign 2011,eq_return_sortino_l2_lam128,equity,return_sortino,standard_l2_jump_model,128.0,8,0.375,0.625,-0.10601311669456215,0.1871940577624877,-0.5663273608239843,-0.07176201297902218,-0.07176201297902218,-0.15900495632362233
GFC,eq_return_sortino_l2_lam128,equity,return_sortino,standard_l2_jump_model,128.0,18,0.16666666666666666,0.8333333333333334,-0.41821062838941714,0.2156444313699951,-1.9393527842685911,-0.1700946682443626,-0.14005773049935105,-0.5358912691100373
Inflation 2022,eq_return_sortino_l2_lam128,equity,return_sortino,standard_l2_jump_model,128.0,12,0.3333333333333333,0.6666666666666667,-0.203952646479877,0.22883343844498596,-0.8912711702704644,-0.09512336627076778,-0.09154004270990351,-0.2128916178048208
Recent 2024-2026,eq_return_sortino_l2_lam128,equity,return_sortino,standard_l2_jump_model,128.0,28,0.9642857142857143,0.0357142857142857,0.14147337450248104,0.12405629019147885,1.1403966238561478,-0.060747990310141664,-0.053544943325089744,-0.09289996027498149
